order_id,date,product,category,quantity,unit_price,region,payment_method,customer_id,total_price,month,year
ORD-2065,2023-07-21,Mouse,Accessories,5,32.33,North,Cash,CUST-443,161.65,July,2023
ORD-2110,2023-02-26,Charger,Accessories,3,29.66,West,Cash,CUST-489,88.98,February,2023
ORD-1783,2023-08-16,Monitor,Electronics,6,330.63,East,Bank Transfer,CUST-500,1983.78,August,2023
ORD-2175,2023-03-16,Laptop,Electronics,1,959.41,West,Debit Card,CUST-355,959.41,March,2023
ORD-1494,2023-07-05,Charger,Accessories,10,25.15,West,Debit Card,CUST-150,251.5,July,2023
ORD-1994,2023-08-23,Headphones,Accessories,5,75.34,East,Debit Card,CUST-160,376.7,August,2023
ORD-1847,2023-07-08,Mouse,Accessories,1,36.83,North,Debit Card,CUST-226,36.83,July,2023
ORD-1096,2023-10-31,Charger,Accessories,9,25.52,South,Debit Card,CUST-279,229.68,October,2023
ORD-1901,2023-11-11,Laptop,Electronics,5,948.48,Central,Cash,CUST-311,4742.4,November,2023
ORD-1680,2023-08-26,Notebook,Office,4,23.85,North,Credit Card,CUST-134,95.4,August,2023
ORD-1433,2023-08-13,Desk Lamp,Office,2,40.61,West,PayPal,CUST-445,81.22,August,2023
ORD-1156,2023-06-10,Charger,Accessories,5,29.34,Central,Cash,CUST-101,146.7,June,2023
ORD-1907,2023-10-31,Headphones,Accessories,3,86.68,Central,Credit Card,UNKNOWN,260.04,October,2023
ORD-2165,2023-10-14,Mouse,Accessories,8,23.31,South,Cash,CUST-398,186.48,October,2023
ORD-1298,2023-07-14,Monitor,Electronics,4,326.07,East,Bank Transfer,CUST-452,1304.28,July,2023
ORD-2055,2023-09-23,Desk Lamp,Office,5,39.51,Central,Credit Card,CUST-137,197.55,September,2023
ORD-1422,2023-02-01,Monitor,Electronics,2,320.7,North,Bank Transfer,CUST-383,641.4,February,2023
ORD-1947,2023-08-01,Monitor,Electronics,9,328.65,East,Debit Card,CUST-404,2957.85,August,2023
ORD-2153,2023-06-02,Monitor,Electronics,6,331.71,East,PayPal,CUST-147,1990.26,June,2023
ORD-1435,2023-09-26,Laptop,Electronics,7,945.18,North,Credit Card,CUST-444,6616.26,September,2023
ORD-2035,2023-03-02,Charger,Accessories,2,33.07,Central,Debit Card,CUST-398,66.14,March,2023
ORD-1296,2023-03-31,Mouse,Accessories,10,39.41,Central,Credit Card,CUST-455,394.1,March,2023
ORD-1948,2023-09-05,Desk Lamp,Office,8,31.42,North,Bank Transfer,UNKNOWN,251.36,September,2023
ORD-1428,2023-11-27,Mouse,Accessories,9,32.95,South,Cash,CUST-343,296.55,November,2023
ORD-2145,2023-12-21,Notebook,Office,4,21.59,Central,Bank Transfer,CUST-348,86.36,December,2023
ORD-1636,2023-01-01,Headphones,Accessories,9,93.14,East,Bank Transfer,CUST-293,838.26,January,2023
ORD-2100,2023-09-26,Headphones,Accessories,5,86.8,East,Bank Transfer,CUST-122,434.0,September,2023
ORD-1582,2023-07-17,USB Hub,Accessories,10,48.96,North,Credit Card,CUST-245,489.6,July,2023
ORD-1938,2023-12-17,Webcam,Electronics,2,81.47,South,Cash,CUST-156,162.94,December,2023
ORD-1178,2023-06-18,USB Hub,Accessories,7,33.48,North,Cash,CUST-134,234.36,June,2023
ORD-1990,2023-01-12,Notebook,Office,7,10.17,South,Cash,CUST-145,71.19,January,2023
ORD-1665,2023-06-26,Keyboard,Accessories,9,67.57,East,Debit Card,CUST-235,608.13,June,2023
ORD-2007,2023-05-27,Desk Lamp,Office,9,26.73,Central,Debit Card,CUST-197,240.57,May,2023
ORD-1294,2023-09-12,Monitor,Electronics,2,321.88,West,Credit Card,CUST-213,643.76,September,2023
ORD-1936,2023-09-05,Webcam,Electronics,4,75.61,North,Debit Card,CUST-394,302.44,September,2023
ORD-1710,2023-03-05,Webcam,Electronics,7,66.9,North,Cash,CUST-364,468.3,March,2023
ORD-1409,2023-08-25,Monitor,Electronics,9,327.71,East,Bank Transfer,CUST-142,2949.39,August,2023
ORD-2057,2023-03-18,Notebook,Office,9,11.62,West,Bank Transfer,CUST-385,104.58,March,2023
ORD-2033,2023-12-15,Webcam,Electronics,1,71.09,West,Bank Transfer,CUST-227,71.09,December,2023
ORD-1774,2023-07-16,Monitor,Electronics,3,317.81,East,Credit Card,CUST-232,953.43,July,2023
ORD-1591,2023-03-16,Charger,Accessories,7,22.33,Central,Debit Card,CUST-479,156.31,March,2023
ORD-2061,2023-06-17,Monitor,Electronics,6,327.39,Central,PayPal,CUST-220,1964.34,June,2023
ORD-1941,2023-08-21,Desk Lamp,Office,4,38.38,North,Bank Transfer,CUST-364,153.52,August,2023
ORD-2096,2023-01-27,Charger,Accessories,7,25.14,South,Debit Card,CUST-172,175.98,January,2023
ORD-1290,2023-05-29,Keyboard,Accessories,7,51.23,Central,Cash,CUST-255,358.61,May,2023
ORD-1285,2023-04-15,Desk Lamp,Office,2,33.92,Central,Debit Card,CUST-367,67.84,April,2023
ORD-1049,2023-11-24,Desk Lamp,Office,5,30.0,North,Credit Card,CUST-112,150.0,November,2023
ORD-1968,2023-08-19,Laptop,Electronics,3,946.31,West,Bank Transfer,CUST-392,2838.93,August,2023
ORD-1266,2023-09-20,Charger,Accessories,4,23.55,North,Debit Card,CUST-464,94.2,September,2023
ORD-1059,2023-10-11,Mouse,Accessories,5,32.61,West,PayPal,CUST-428,163.05,October,2023
ORD-1411,2023-10-11,Keyboard,Accessories,6,50.61,Central,PayPal,CUST-352,303.66,October,2023
ORD-2018,2023-07-25,Notebook,Office,10,24.2,South,Credit Card,UNKNOWN,242.0,July,2023
ORD-1798,2023-09-23,Charger,Accessories,2,33.71,West,Cash,CUST-171,67.42,September,2023
ORD-1746,2023-08-17,Laptop,Electronics,10,946.82,North,Cash,CUST-236,9468.2,August,2023
ORD-1713,2023-07-24,Headphones,Accessories,10,81.91,West,PayPal,CUST-355,819.1,July,2023
ORD-1411,2023-10-11,Keyboard,Accessories,6,50.61,Central,PayPal,CUST-352,303.66,October,2023
ORD-1609,2023-11-08,USB Hub,Accessories,1,42.61,North,Bank Transfer,CUST-431,42.61,November,2023
ORD-1529,2023-08-16,USB Hub,Accessories,6,34.01,South,Credit Card,CUST-379,204.06,August,2023
ORD-1985,2023-09-21,Charger,Accessories,3,16.09,East,PayPal,CUST-416,48.27,September,2023
ORD-1070,2023-03-08,Headphones,Accessories,2,91.59,South,Cash,CUST-375,183.18,March,2023
ORD-1367,2023-04-01,Laptop,Electronics,9,963.42,East,Bank Transfer,CUST-244,8670.78,April,2023
ORD-1344,2023-06-20,Headphones,Accessories,3,86.76,South,PayPal,CUST-174,260.28,June,2023
ORD-1745,2023-06-29,Charger,Accessories,8,15.0,East,Cash,CUST-311,120.0,June,2023
ORD-1816,2023-03-30,Notebook,Office,2,24.27,Central,Credit Card,CUST-495,48.54,March,2023
ORD-2058,2023-11-07,Mouse,Accessories,4,22.56,Central,PayPal,CUST-130,90.24,November,2023
ORD-1479,2023-07-12,USB Hub,Accessories,10,43.11,South,Debit Card,CUST-348,431.1,July,2023
ORD-1342,2023-06-23,Laptop,Electronics,7,953.29,West,Bank Transfer,CUST-114,6673.03,June,2023
ORD-1083,2023-01-09,Laptop,Electronics,5,950.6,North,Bank Transfer,CUST-128,4753.0,January,2023
ORD-1129,2023-10-08,Mouse,Accessories,10,27.1,West,Bank Transfer,CUST-309,271.0,October,2023
ORD-1704,2023-05-27,Desk Lamp,Office,7,36.3,North,Bank Transfer,CUST-490,254.1,May,2023
ORD-1427,2023-09-16,Headphones,Accessories,7,92.14,South,Cash,CUST-135,644.98,September,2023
ORD-1171,2023-07-10,Keyboard,Accessories,7,56.04,West,Bank Transfer,CUST-430,392.28,July,2023
ORD-1534,2023-10-01,Laptop,Electronics,6,951.33,North,Cash,CUST-160,5707.98,October,2023
ORD-1260,2023-09-06,Laptop,Electronics,5,949.75,South,PayPal,CUST-196,4748.75,September,2023
ORD-1605,2023-05-12,Charger,Accessories,10,25.95,South,PayPal,CUST-438,259.5,May,2023
ORD-1922,2023-05-16,USB Hub,Accessories,4,36.36,East,PayPal,CUST-126,145.44,May,2023
ORD-2004,2023-12-01,Charger,Accessories,4,17.12,North,Credit Card,CUST-214,68.48,December,2023
ORD-1631,2023-10-22,Webcam,Electronics,9,69.15,North,PayPal,CUST-456,622.35,October,2023
ORD-1332,2023-08-12,Mouse,Accessories,7,27.76,South,PayPal,CUST-149,194.32,August,2023
ORD-1138,2023-11-06,Laptop,Electronics,10,959.01,Central,Cash,CUST-486,9590.1,November,2023
ORD-1292,2023-03-03,Notebook,Office,10,18.35,West,Credit Card,CUST-481,183.5,March,2023
ORD-2042,2023-07-07,Keyboard,Accessories,9,66.69,East,PayPal,CUST-168,600.21,July,2023
ORD-1503,2023-03-21,Desk Lamp,Office,3,40.26,Central,Cash,CUST-409,120.78,March,2023
ORD-1141,2023-12-26,Keyboard,Accessories,9,61.26,West,Debit Card,CUST-195,551.34,December,2023
ORD-1621,2023-11-15,USB Hub,Accessories,3,32.13,North,Cash,CUST-266,96.39,November,2023
ORD-1892,2023-02-10,Charger,Accessories,8,30.1,West,Credit Card,CUST-429,240.8,February,2023
ORD-1486,2023-09-27,Laptop,Electronics,8,956.44,South,PayPal,UNKNOWN,7651.52,September,2023
ORD-1139,2023-08-09,Headphones,Accessories,8,93.95,North,Debit Card,CUST-170,751.6,August,2023
ORD-1471,2023-12-06,USB Hub,Accessories,9,45.31,Central,Debit Card,CUST-487,407.79,December,2023
ORD-1958,2023-03-08,Headphones,Accessories,7,83.91,South,Credit Card,CUST-403,587.37,March,2023
ORD-1224,2023-06-29,Webcam,Electronics,4,72.57,South,Debit Card,CUST-193,290.28,June,2023
ORD-1274,2023-10-31,Monitor,Electronics,9,316.64,Central,Credit Card,CUST-159,2849.76,October,2023
ORD-1323,2023-07-27,Notebook,Office,9,24.77,East,Bank Transfer,CUST-340,222.93,July,2023
ORD-1908,2023-10-25,Notebook,Office,10,10.1,Central,Debit Card,CUST-233,101.0,October,2023
ORD-2163,2023-09-03,Headphones,Accessories,10,85.04,North,Bank Transfer,CUST-399,850.4,September,2023
ORD-1788,2023-07-07,Headphones,Accessories,7,91.75,South,Credit Card,CUST-408,642.25,July,2023
ORD-1430,2023-01-21,Webcam,Electronics,1,70.38,North,Debit Card,CUST-288,70.38,January,2023
ORD-1650,2023-10-06,Notebook,Office,1,8.49,East,Credit Card,CUST-491,8.49,October,2023
ORD-1584,2023-07-11,Monitor,Electronics,5,323.07,West,Credit Card,UNKNOWN,1615.35,July,2023
ORD-1371,2023-10-16,Keyboard,Accessories,1,56.06,Central,Debit Card,CUST-102,56.06,October,2023
ORD-1700,2023-05-10,Keyboard,Accessories,9,64.09,East,Debit Card,CUST-419,576.81,May,2023
ORD-1825,2023-10-09,Desk Lamp,Office,7,42.21,South,Cash,CUST-316,295.47,October,2023
ORD-1858,2023-07-30,Charger,Accessories,10,20.73,Central,Credit Card,CUST-117,207.3,July,2023
ORD-2103,2023-07-14,Mouse,Accessories,8,30.87,West,Credit Card,CUST-243,246.96,July,2023
ORD-1561,2023-09-22,Charger,Accessories,2,28.53,East,PayPal,CUST-351,57.06,September,2023
ORD-1953,2023-03-15,Laptop,Electronics,7,950.66,West,Debit Card,CUST-476,6654.62,March,2023
ORD-1538,2023-04-10,Charger,Accessories,7,27.62,East,PayPal,CUST-292,193.34,April,2023
ORD-1838,2023-03-04,Headphones,Accessories,10,88.89,North,Bank Transfer,CUST-373,888.9,March,2023
ORD-1551,2023-11-06,Keyboard,Accessories,5,58.07,East,Credit Card,CUST-320,290.35,November,2023
ORD-1670,2023-10-25,Headphones,Accessories,2,94.25,South,Bank Transfer,CUST-215,188.5,October,2023
ORD-1321,2023-05-29,Charger,Accessories,5,17.52,Central,PayPal,CUST-403,87.6,May,2023
ORD-1626,2023-11-02,Headphones,Accessories,10,79.03,East,Bank Transfer,CUST-390,790.3,November,2023
ORD-1720,2023-09-12,Webcam,Electronics,4,77.87,Central,Bank Transfer,CUST-372,311.48,September,2023
ORD-2167,2023-05-28,Mouse,Accessories,10,32.87,West,PayPal,CUST-369,328.7,May,2023
ORD-1532,2023-08-18,Desk Lamp,Office,10,43.13,South,Cash,CUST-116,431.3,August,2023
ORD-1039,2023-02-01,Webcam,Electronics,2,69.96,North,Credit Card,CUST-452,139.92,February,2023
ORD-1030,2023-08-16,Webcam,Electronics,7,67.4,North,Cash,CUST-248,471.8,August,2023
ORD-1242,2023-03-22,Headphones,Accessories,7,92.96,East,PayPal,UNKNOWN,650.72,March,2023
ORD-1869,2023-09-22,Monitor,Electronics,3,332.3,East,Cash,CUST-427,996.9,September,2023
ORD-1136,2023-08-21,Keyboard,Accessories,2,68.28,East,PayPal,CUST-463,136.56,August,2023
ORD-1310,2023-01-10,Monitor,Electronics,4,325.04,Central,PayPal,CUST-109,1300.16,January,2023
ORD-1842,2023-09-10,Notebook,Office,3,14.61,Central,Debit Card,CUST-262,43.83,September,2023
ORD-2187,2023-10-03,Charger,Accessories,4,26.45,East,Debit Card,CUST-154,105.8,October,2023
ORD-1423,2023-08-19,Laptop,Electronics,1,952.73,South,PayPal,CUST-308,952.73,August,2023
ORD-1135,2023-05-31,USB Hub,Accessories,8,43.95,South,Credit Card,UNKNOWN,351.6,May,2023
ORD-1481,2023-06-18,Notebook,Office,10,10.19,West,Cash,CUST-242,101.9,June,2023
ORD-1003,2023-09-10,Monitor,Electronics,1,317.67,South,Credit Card,CUST-262,317.67,September,2023
ORD-1111,2023-07-25,Desk Lamp,Office,9,42.92,South,Cash,CUST-473,386.28,July,2023
ORD-2128,2023-04-17,Laptop,Electronics,3,954.67,Central,Credit Card,CUST-127,2864.01,April,2023
ORD-1490,2023-08-05,USB Hub,Accessories,9,40.69,Central,Cash,CUST-218,366.21,August,2023
ORD-1588,2023-02-20,Laptop,Electronics,8,959.68,South,Bank Transfer,CUST-165,7677.44,February,2023
ORD-1937,2023-05-06,Headphones,Accessories,7,94.93,South,Bank Transfer,CUST-142,664.51,May,2023
ORD-1848,2023-08-28,Keyboard,Accessories,10,55.72,Central,Bank Transfer,CUST-242,557.2,August,2023
ORD-1376,2023-11-26,Laptop,Electronics,3,962.38,North,PayPal,CUST-462,2887.14,November,2023
ORD-1552,2023-03-12,Charger,Accessories,8,34.31,South,PayPal,CUST-168,274.48,March,2023
ORD-1872,2023-10-10,Desk Lamp,Office,7,29.75,South,Bank Transfer,CUST-450,208.25,October,2023
ORD-1314,2023-10-22,USB Hub,Accessories,6,42.41,West,Bank Transfer,CUST-320,254.46,October,2023
ORD-2037,2023-02-19,Desk Lamp,Office,5,33.25,Central,PayPal,CUST-431,166.25,February,2023
ORD-1319,2023-11-24,Mouse,Accessories,6,39.44,West,Credit Card,CUST-437,236.64,November,2023
ORD-2091,2023-05-16,Notebook,Office,3,10.26,South,Cash,CUST-145,30.78,May,2023
ORD-1732,2023-06-14,Headphones,Accessories,2,83.07,North,Credit Card,CUST-175,166.14,June,2023
ORD-1005,2023-02-19,Keyboard,Accessories,7,51.5,Central,PayPal,CUST-175,360.5,February,2023
ORD-1100,2023-04-24,Monitor,Electronics,6,334.79,West,Cash,CUST-144,2008.74,April,2023
ORD-1723,2023-05-17,Webcam,Electronics,2,82.04,East,Debit Card,CUST-322,164.08,May,2023
ORD-1579,2023-09-15,Webcam,Electronics,8,83.03,East,Bank Transfer,CUST-446,664.24,September,2023
ORD-1813,2023-03-11,USB Hub,Accessories,9,48.32,East,Debit Card,UNKNOWN,434.88,March,2023
ORD-1911,2023-12-04,Charger,Accessories,1,18.1,Central,Bank Transfer,CUST-280,18.1,December,2023
ORD-1925,2023-10-20,Mouse,Accessories,3,21.36,East,Credit Card,CUST-194,64.08,October,2023
ORD-1977,2023-05-08,Charger,Accessories,4,30.5,Central,Credit Card,CUST-145,122.0,May,2023
ORD-1693,2023-01-22,Charger,Accessories,1,17.61,South,Credit Card,CUST-439,17.61,January,2023
ORD-2186,2023-04-14,Monitor,Electronics,9,315.78,East,Debit Card,CUST-402,2842.02,April,2023
ORD-1227,2023-03-15,Charger,Accessories,1,24.59,West,Bank Transfer,CUST-406,24.59,March,2023
ORD-1527,2023-12-13,Laptop,Electronics,1,962.08,East,PayPal,CUST-275,962.08,December,2023
ORD-1598,2023-12-28,Desk Lamp,Office,7,44.89,North,PayPal,CUST-149,314.23,December,2023
ORD-2168,2023-03-04,Keyboard,Accessories,8,54.23,North,Debit Card,CUST-492,433.84,March,2023
ORD-2030,2023-10-09,Keyboard,Accessories,3,61.93,West,Credit Card,CUST-220,185.79,October,2023
ORD-1066,2023-11-02,Keyboard,Accessories,9,68.05,Central,Debit Card,CUST-242,612.45,November,2023
ORD-1777,2023-11-06,Headphones,Accessories,3,77.14,Central,Cash,CUST-381,231.42,November,2023
ORD-1067,2023-01-02,Webcam,Electronics,6,73.87,Central,PayPal,CUST-200,443.22,January,2023
ORD-1429,2023-03-30,Headphones,Accessories,8,88.55,West,Bank Transfer,CUST-447,708.4,March,2023
ORD-1211,2023-11-26,Monitor,Electronics,4,332.73,Central,Cash,CUST-314,1330.92,November,2023
ORD-1012,2023-12-10,Laptop,Electronics,3,961.02,South,Bank Transfer,CUST-162,2883.06,December,2023
ORD-1578,2023-07-22,USB Hub,Accessories,6,36.85,South,Debit Card,CUST-415,221.1,July,2023
ORD-1846,2023-10-21,Headphones,Accessories,4,89.96,East,PayPal,CUST-449,359.84,October,2023
ORD-1299,2023-09-30,Notebook,Office,8,21.82,North,Credit Card,CUST-216,174.56,September,2023
ORD-1864,2023-11-25,Charger,Accessories,1,15.65,Central,Credit Card,CUST-222,15.65,November,2023
ORD-2148,2023-09-05,Mouse,Accessories,7,30.89,Central,Debit Card,CUST-157,216.23,September,2023
ORD-1759,2023-09-20,USB Hub,Accessories,6,42.4,South,Debit Card,CUST-114,254.4,September,2023
ORD-1778,2023-03-20,Notebook,Office,3,17.22,West,Debit Card,CUST-190,51.66,March,2023
ORD-1240,2023-08-21,USB Hub,Accessories,9,44.64,South,Credit Card,CUST-149,401.76,August,2023
ORD-1461,2023-03-18,Webcam,Electronics,3,67.16,Central,Debit Card,CUST-317,201.48,March,2023
ORD-1793,2023-05-08,Laptop,Electronics,8,964.12,Central,Bank Transfer,CUST-443,7712.96,May,2023
ORD-2137,2023-08-24,Notebook,Office,5,12.23,North,Credit Card,CUST-323,61.15,August,2023
ORD-2195,2023-10-28,Charger,Accessories,4,29.39,Central,PayPal,CUST-345,117.56,October,2023
ORD-2115,2023-08-03,Mouse,Accessories,10,30.04,South,PayPal,CUST-184,300.4,August,2023
ORD-1644,2023-12-09,Mouse,Accessories,1,25.12,Central,Cash,CUST-453,25.12,December,2023
ORD-2107,2023-01-17,Headphones,Accessories,1,82.32,South,Bank Transfer,CUST-244,82.32,January,2023
ORD-1273,2023-12-14,Headphones,Accessories,7,80.84,West,Cash,CUST-139,565.88,December,2023
ORD-1731,2023-05-31,Notebook,Office,8,17.87,West,Cash,CUST-336,142.96,May,2023
ORD-1362,2023-03-30,Laptop,Electronics,9,945.78,East,Debit Card,CUST-107,8512.02,March,2023
ORD-1237,2023-04-21,Desk Lamp,Office,4,26.48,East,Bank Transfer,CUST-457,105.92,April,2023
ORD-2172,2023-07-14,Webcam,Electronics,3,67.37,Central,PayPal,CUST-139,202.11,July,2023
ORD-1523,2023-08-13,Charger,Accessories,9,32.35,Central,Cash,CUST-351,291.15,August,2023
ORD-1002,2023-06-05,Headphones,Accessories,4,76.91,South,Bank Transfer,CUST-440,307.64,June,2023
ORD-1006,2023-05-01,Mouse,Accessories,6,31.36,South,Cash,CUST-290,188.16,May,2023
ORD-1370,2023-08-26,Headphones,Accessories,1,91.35,Central,PayPal,CUST-375,91.35,August,2023
ORD-1311,2023-08-24,Webcam,Electronics,7,83.01,East,Debit Card,CUST-496,581.07,August,2023
ORD-2099,2023-03-29,Charger,Accessories,2,23.1,West,PayPal,CUST-260,46.2,March,2023
ORD-1462,2023-06-20,USB Hub,Accessories,10,31.28,East,PayPal,CUST-471,312.8,June,2023
ORD-1581,2023-05-01,Charger,Accessories,7,18.77,Central,Cash,CUST-492,131.39,May,2023
ORD-1724,2023-02-12,Keyboard,Accessories,10,67.39,Central,Credit Card,CUST-389,673.9,February,2023
ORD-2005,2023-12-11,Keyboard,Accessories,9,65.74,North,Bank Transfer,CUST-465,591.66,December,2023
ORD-1215,2023-12-03,Notebook,Office,10,6.36,West,PayPal,CUST-248,63.6,December,2023
ORD-1493,2023-01-10,Webcam,Electronics,3,78.44,East,Bank Transfer,CUST-115,235.32,January,2023
ORD-1027,2023-07-09,Laptop,Electronics,7,949.15,West,Bank Transfer,CUST-461,6644.05,July,2023
ORD-1362,2023-03-30,Laptop,Electronics,9,945.78,Central,Debit Card,CUST-107,8512.02,March,2023
ORD-2149,2023-04-09,Headphones,Accessories,2,78.48,West,Credit Card,CUST-468,156.96,April,2023
ORD-1482,2023-03-07,Notebook,Office,7,13.37,East,Bank Transfer,CUST-175,93.59,March,2023
ORD-2022,2023-04-10,Laptop,Electronics,6,960.9,East,Bank Transfer,CUST-196,5765.4,April,2023
ORD-1554,2023-01-27,Headphones,Accessories,2,75.75,North,Credit Card,CUST-466,151.5,January,2023
ORD-1553,2023-05-09,Charger,Accessories,3,22.67,West,Cash,CUST-259,68.01,May,2023
ORD-1930,2023-09-12,Headphones,Accessories,2,79.42,East,Debit Card,CUST-101,158.84,September,2023
ORD-1610,2023-09-28,Keyboard,Accessories,8,56.02,South,Bank Transfer,CUST-259,448.16,September,2023
ORD-1354,2023-06-29,Notebook,Office,5,12.66,Central,Bank Transfer,CUST-413,63.3,June,2023
ORD-2121,2023-09-14,Headphones,Accessories,1,85.28,West,Bank Transfer,CUST-384,85.28,September,2023
ORD-1624,2023-02-26,Keyboard,Accessories,2,55.26,Central,Cash,CUST-436,110.52,February,2023
ORD-1256,2023-05-20,Charger,Accessories,6,29.44,South,PayPal,CUST-211,176.64,May,2023
ORD-1291,2023-06-17,Mouse,Accessories,10,35.04,East,Bank Transfer,CUST-114,350.4,June,2023
ORD-1025,2023-01-17,Notebook,Office,1,15.72,Central,Bank Transfer,CUST-269,15.72,January,2023
ORD-1336,2023-10-29,Keyboard,Accessories,3,59.16,Central,Credit Card,CUST-205,177.48,October,2023
ORD-1513,2023-11-13,Laptop,Electronics,8,950.21,South,Bank Transfer,CUST-438,7601.68,November,2023
ORD-1047,2023-04-19,USB Hub,Accessories,9,39.04,Central,Cash,CUST-159,351.36,April,2023
ORD-1318,2023-12-30,Webcam,Electronics,9,84.69,Central,Bank Transfer,CUST-116,762.21,December,2023
ORD-1106,2023-08-23,Notebook,Office,3,15.05,East,Bank Transfer,CUST-326,45.15,August,2023
ORD-1915,2023-10-16,Keyboard,Accessories,1,68.65,East,Credit Card,CUST-380,68.65,October,2023
ORD-1055,2023-03-06,Mouse,Accessories,5,39.65,East,Debit Card,CUST-147,198.25,March,2023
ORD-1596,2023-12-23,USB Hub,Accessories,4,40.69,East,PayPal,CUST-274,162.76,December,2023
ORD-1213,2023-01-14,Keyboard,Accessories,2,55.3,South,Debit Card,CUST-282,110.6,January,2023
ORD-1120,2023-06-14,Mouse,Accessories,9,33.14,East,Bank Transfer,CUST-343,298.26,June,2023
ORD-1889,2023-06-27,Headphones,Accessories,10,93.23,Central,PayPal,CUST-423,932.3,June,2023
ORD-1541,2023-10-20,Desk Lamp,Office,9,25.09,South,Credit Card,CUST-118,225.81,October,2023
ORD-1594,2023-05-27,Headphones,Accessories,8,92.53,West,Debit Card,CUST-491,740.24,May,2023
ORD-1072,2023-05-09,Notebook,Office,3,5.85,North,Debit Card,CUST-446,17.55,May,2023
ORD-1410,2023-10-25,Headphones,Accessories,5,77.48,East,Cash,CUST-267,387.4,October,2023
ORD-1993,2023-09-16,Mouse,Accessories,4,28.66,North,Cash,CUST-390,114.64,September,2023
ORD-2117,2023-07-31,USB Hub,Accessories,4,46.96,North,Cash,CUST-477,187.84,July,2023
ORD-1811,2023-04-13,Mouse,Accessories,8,27.69,East,Debit Card,CUST-354,221.52,April,2023
ORD-1432,2023-12-29,USB Hub,Accessories,3,30.4,Central,Credit Card,CUST-106,91.2,December,2023
ORD-1935,2023-06-04,Mouse,Accessories,5,35.05,West,Credit Card,CUST-260,175.25,June,2023
ORD-1045,2023-02-16,Desk Lamp,Office,8,25.62,West,PayPal,CUST-447,204.96,February,2023
ORD-1390,2023-10-30,Webcam,Electronics,9,81.42,North,Bank Transfer,CUST-363,732.78,October,2023
ORD-1629,2023-11-20,Monitor,Electronics,7,315.79,South,PayPal,CUST-236,2210.53,November,2023
ORD-2048,2023-09-14,USB Hub,Accessories,2,48.65,South,Bank Transfer,CUST-465,97.3,September,2023
ORD-1535,2023-05-03,Desk Lamp,Office,7,39.31,West,PayPal,CUST-296,275.17,May,2023
ORD-1940,2023-06-02,USB Hub,Accessories,1,30.18,South,PayPal,CUST-227,30.18,June,2023
ORD-1325,2023-06-16,Mouse,Accessories,8,39.95,West,Debit Card,CUST-229,319.6,June,2023
ORD-2197,2023-05-05,USB Hub,Accessories,7,35.67,Central,Debit Card,CUST-421,249.69,May,2023
ORD-2172,2023-07-14,Webcam,Electronics,3,67.37,Central,PayPal,CUST-139,202.11,July,2023
ORD-1316,2023-10-21,Headphones,Accessories,7,90.14,East,Debit Card,CUST-200,630.98,October,2023
ORD-1874,2023-10-28,Keyboard,Accessories,3,65.98,West,Debit Card,CUST-373,197.94,October,2023
ORD-1949,2023-08-26,Webcam,Electronics,1,83.32,East,Debit Card,CUST-310,83.32,August,2023
ORD-1465,2023-12-06,Notebook,Office,7,22.23,South,Credit Card,CUST-491,155.61,December,2023
ORD-1602,2023-01-03,Monitor,Electronics,2,328.79,East,Bank Transfer,CUST-310,657.58,January,2023
ORD-1780,2023-08-19,Notebook,Office,8,23.6,East,Bank Transfer,CUST-121,188.8,August,2023
ORD-2094,2023-10-23,Charger,Accessories,1,16.51,North,Cash,CUST-371,16.51,October,2023
ORD-1573,2023-08-19,USB Hub,Accessories,1,44.56,West,Debit Card,CUST-300,44.56,August,2023
ORD-1060,2023-04-17,Monitor,Electronics,10,327.89,South,PayPal,CUST-199,3278.9,April,2023
ORD-1092,2023-09-01,Webcam,Electronics,8,70.6,East,Cash,CUST-290,564.8,September,2023
ORD-2139,2023-06-25,Keyboard,Accessories,10,59.09,North,Bank Transfer,CUST-353,590.9,June,2023
ORD-1194,2023-03-21,Notebook,Office,8,24.3,South,Cash,CUST-475,194.4,March,2023
ORD-1280,2023-04-23,Laptop,Electronics,4,946.82,West,PayPal,CUST-453,3787.28,April,2023
ORD-1359,2023-03-16,Desk Lamp,Office,6,27.88,South,Bank Transfer,CUST-150,167.28,March,2023
ORD-1519,2023-04-03,USB Hub,Accessories,3,48.89,North,Debit Card,CUST-203,146.67,April,2023
ORD-1879,2023-01-29,Keyboard,Accessories,8,69.13,North,Bank Transfer,CUST-301,553.04,January,2023
ORD-1182,2023-07-01,Headphones,Accessories,3,90.74,Central,Cash,CUST-397,272.22,July,2023
ORD-1110,2023-09-03,Keyboard,Accessories,7,54.38,West,Cash,CUST-317,380.66,September,2023
ORD-1808,2023-05-27,Laptop,Electronics,3,957.01,East,Cash,CUST-496,2871.03,May,2023
ORD-1818,2023-02-14,Keyboard,Accessories,9,59.06,Central,Cash,CUST-268,531.54,February,2023
ORD-1204,2023-10-21,Laptop,Electronics,5,949.76,Central,Credit Card,CUST-454,4748.8,October,2023
ORD-1803,2023-05-14,Charger,Accessories,1,18.54,North,Credit Card,CUST-356,18.54,May,2023
ORD-1924,2023-04-18,Webcam,Electronics,5,68.68,East,Bank Transfer,CUST-428,343.4,April,2023
